,backdrop_path,genre_ids,id,overview,popularity,release_date,vote_average,poster_path,title
14,/mUC2BS04DlszdqJQ9vz9MFuPiDd.jpg,"[16, 28, 14]",20982,미래 예언과 마귀 봉인 능력을 지닌 원령나라의 무녀가 부활한 마귀의 표적으로 지목되자 나루토와 친구들은 무녀를 지키기 위해 길을 떠난다. 그러나 원령나라에 도착한 일행에게 무녀는 나루토의 죽음을 예언하고 이에 모두들 충격에 휩싸이는데...,191.458,2007-08-04,7.2,/vaEX9f8ud7iF0G7EoyGxAyRNV1p.jpg,나루토 질풍전 극장판 1기 - 나루토의 죽음
15,/3FJ53wbpjSAGY98KYiHJ4DQccDr.jpg,"[35, 18]",800937,치어리딩 공연 중 사고를 당해 코마에 빠진 소녀. 20년 후 서른일곱 살이 되어 깨어난다. 그럼 이제 고등학생 시절의 꿈을 실행에 옮길 차례. 졸업 파티 퀸이 되고 말 거야!,214.661,2022-05-11,6.1,/6UqbcDQhCYpxboK58Z0eVfdeHcT.jpg,시니어 이어
16,/en971MEXui9diirXlogOrPKmsEn.jpg,"[28, 12, 35]",293660,특수부대 요원 출신의 용병 웨이드 윌슨은 취향과 장난기마저 똑 닮은 바네사를 만나 행복한 나날을 보낸다. 하지만 행복은 광고처럼 짧은 법. 말기 암 선고를 받은 웨이드는 비밀 임상실험에 참여하며 재기를 노린다. 극한의 고문으로 이뤄진 실험 후 웨이드는 암을 치료할뿐더러 무한한 재생 능력을 얻으며 불사의 존재가 된다. 하지만 동시에 부작용으로 호러영화에 어울릴 법한 외양을 갖는다. 스스로 슈트까지 지어 입고 데드풀이 된 웨이드는 자신을 고문한 자를 찾아 제대로 복수한 뒤 당당히 바네사 앞에 나서려 한다.,185.435,2016-02-09,7.6,/bzpAD4rd40zZYoh6Lqzrz1O1xh4.jpg,데드풀
17,/tOfAkOf7TrAPuz4kKG5Fvq1seCd.jpg,"[28, 53]",38234,러시아 교도소의 격투기 선수가 자신의 지난 패배를 설욕하기 위해 교도소간의 격투대회에 참가하게 된다.,192.355,2010-05-22,7.5,/g8KB77SPA7SyU8eid6TAEpt9skU.jpg,언디스퓨티드 3:  리뎀션
18,/wZP6I85pcYzfDgBrRaDWDvZHzrQ.jpg,[35],671318,,181.002,2022-04-07,5.8,/wRMNOaEpFftdQD73G0TaKXFJP3.jpg,¿Y cómo es él?
19,/oojlC3gH0bxD7hsnQa3kE9WbEBy.jpg,[35],765119,"블록버스터 액션 프랜차이즈의 속편을 찍기 위해 럭셔리 호텔에 모인 제작진. 촬영은 격리 상태에서 이루어진다. 탈출욕, 성욕, 인내심을 마구 자극하는 이곳에서 촬영을 무사히 마칠 수 있을까?",177.625,2022-03-25,4.8,/edYk5TSowZIDv138bCpF5ls3XI5.jpg,더 버블
20,/9guoVF7zayiiUq5ulKQpt375VIy.jpg,"[16, 28, 14, 12]",592350,"눈이 계속 내리는 겨울 어느 밤, 히어로 사회를 파괴하려고 계획하는 시가라키 토무라가 인솔하는 빌런 연합과 그 움직임을 사전에 포착한 히어로들의 전투가 전개되는 가운데, 남모르게 조용히 꿈틀거리는 ""뭔가""가 일어나고, 그 자리를 떠났다. 마침 이즈쿠 일행의 유에이 고교 히어로과 1학년 A반이 은퇴한 No.1 히어로 올마이트의 뒤를 이어 ""차세대 영웅 육성 프로젝트""의 일환으로 학급 전원에서 기간 한정의 교외 히어로 활동을 위해 일본의 훨씬 남쪽에 위치한 외딴 섬 ""나부 섬""을 찾았다. 얼마 전 큰 사건이 일어나지 않았던 평화로운 섬에서 이들은 주재 영웅으로서 섬사람들의 생활을 도우며 분주했고, 그러면서도 한가한 시간을 보내고 있었다. 그러나 그 정적을 부수듯이, 갑자기 빌런들이 나부 섬을 덮쳐, 차례차례로 섬의 시설을 파괴해 간다. 그들을 지휘하는 것은, ""나인"". 그날 밤, 눈을 뜬 ""뭔가""그 자체였다. 이즈쿠와 바쿠고 등의 1학년 A반의 멤버는 힘을 모아 빌런에 맞선다! 과연 섬을 덮치는 나인의 목적이란!? 그리고 이즈쿠 일행의 1학년 A반의 ""뉴 히어로""들은 이 가장 흉악한 빌런으로부터 섬의 사람들을 지킬 수 있을까!?",205.697,2019-12-20,8.3,/x3BYGVio05n4Atdzc5WTmJpV7CY.jpg,나의 히어로 아카데미아 더 무비: 히어로즈 라이징
21,/9e6wp707XMouPG939o2fHunXXJR.jpg,"[16, 12, 35, 10751]",639721,"평범함과는 거리가 먼 호러블리 아담스 패밀리에게 닥친 최대 위기.  아이들은 사춘기에 접어들고, 권태로운 가족 분위기에 위기를 느낀 아빠 ‘고메즈’와 엄마 ‘모티시아’는 가족들의 화합을 위해 나이아가라 폭포에서 그랜드 캐니언까지 미국을 가로지르는 가족 여행을 떠난다. 하지만, 어쩐지 태생부터 남달랐던 ‘웬즈데이’의 놀라운 비밀이 밝혀지면서 ‘웬즈데이’의 사춘기는 절정에 이르고, 아담스 패밀리의 여행은 점점 더 신나고, 점점 더 절망적인 상황으로 치닫는데…",210.093,2021-10-01,7.1,/oF80bdLeRri6PFm0yAT0gRNQoDG.jpg,아담스 패밀리 2
22,/yKnjIWNIVECfMoKy1ayl68vX6qj.jpg,"[28, 80, 53]",871799,브레슬린 형사는 마약 카르텔에 납치된 아내를 찾기 위해 필사적으로 노력하는 무자비한 해커 캘로웨이와 마주칩니다. 캘러웨이가 경찰의 구금에서 탈출하자 브레슬린은 수감자를 되찾기 위해 엉뚱한 여성 경찰과 힘을 합친다. 하지만 캘러웨이의 범죄 조직 두목 아버지는 이 폭발적인 상황에 어떻게든 연루된 것일까?,219.637,2022-02-18,5.6,/oUU6blOmIu155vfIgzML3ZSsDrB.jpg,퍼수트
23,/bNnNlUjf16ahEw0uv39NUeQ35YR.jpg,[27],820511,,216.17,2021-06-28,6.4,/4msDckyD51Fx3qzVRHtb3lFHo2c.jpg,Ripper Untold
