,movie_id,genre_id
1063,284054,28
1064,284054,12
1065,284054,878
1066,585216,27
1067,585216,53
1068,585216,9648
1069,166424,28
1070,166424,12
1071,166424,878
1072,126889,27
1073,126889,878
1074,126889,9648
1075,775996,53
1076,775996,28
1077,775996,878
1078,62211,16
1079,62211,10751
1080,263115,28
1081,263115,18
1082,263115,878
1083,49521,28
1084,49521,12
1085,49521,14
1086,49521,878
1087,38700,53
1088,38700,28
1089,38700,80
1090,953,10751
1091,953,16
1092,953,12
1093,953,35
1094,18239,12
1095,18239,14
1096,18239,18
1097,18239,10749
1098,46195,16
1099,46195,12
1100,46195,35
1101,46195,10751
1102,615677,28
1103,615677,14
1104,615677,10751
1105,615677,35
1106,27578,53
1107,27578,12
1108,27578,28
1109,1579,28
1110,1579,18
1111,1579,53
1112,1579,36
1113,297761,28
1114,297761,12
1115,297761,14
1116,9479,14
1117,9479,16
1118,9479,10751
1119,307081,28
1120,307081,18
1121,9836,16
1122,9836,35
1123,9836,10751
1124,9552,27
1125,335988,28
1126,335988,12
1127,335988,878
1128,335988,14
1129,16869,18
1130,16869,28
1131,16869,53
1132,16869,10752
1133,662237,35
1134,662237,10749
1135,324552,53
1136,324552,28
1137,324552,80
1138,70981,878
1139,70981,12
1140,70981,9648
1141,597433,80
1142,597433,9648
1143,597433,53
1144,619803,80
1145,619803,28
1146,10567,10751
1147,10567,16
1148,486589,16
1149,486589,10749
1150,486589,10751
1151,102899,878
1152,102899,28
1153,102899,12
1154,530079,16
1155,530079,10749
1156,530079,35
1157,530079,18
1158,530079,14
1159,77338,18
1160,77338,35
1161,420817,12
1162,420817,14
1163,420817,10749
1164,420817,10751
1165,23168,80
1166,23168,18
1167,23168,53
1168,82702,14
1169,82702,28
1170,82702,12
1171,82702,16
1172,82702,35
1173,82702,10751
1174,278154,12
1175,278154,16
1176,278154,10751
1177,278154,35
1178,278154,878
1179,11,12
1180,11,28
1181,11,878
1182,534,28
1183,534,878
1184,534,53
1185,346364,27
1186,346364,14
1187,10191,14
1188,10191,12
1189,10191,16
1190,10191,10751
1191,49519,16
1192,49519,12
1193,49519,10751
1194,49519,14
1195,49519,35
1196,49519,28
1197,198184,80
1198,198184,28
1199,198184,878
1200,340102,27
1201,340102,878
1202,340102,9648
1203,340102,28
1204,272,28
1205,272,80
1206,272,18
1207,57158,14
1208,57158,12
1209,57158,28
1210,321612,10751
1211,321612,14
1212,321612,10749
1213,228326,16
1214,228326,12
1215,228326,35
1216,228326,10751
1217,228326,14
1218,553604,53
1219,553604,28
1220,553604,80
1221,553604,18
1222,190859,10752
1223,190859,28
1224,812,16
1225,812,10751
1226,812,12
1227,812,14
1228,812,10749
1229,577922,28
1230,577922,53
1231,577922,878
1232,71676,28
1233,71676,14
1234,71676,53
1235,210577,9648
1236,210577,53
1237,210577,18
1238,41154,28
1239,41154,35
1240,41154,878
1241,381288,27
1242,381288,53
1243,920,16
1244,920,12
1245,920,35
1246,920,10751
1247,603,28
1248,603,878
1249,522938,28
1250,522938,53
1251,522938,18
1252,8681,28
1253,8681,53
1254,720026,27
1255,561,14
1256,561,28
1257,561,27
1258,4935,14
1259,4935,16
1260,4935,12
1261,127585,28
1262,127585,12
1263,127585,14
1264,127585,878
1265,324852,28
1266,324852,16
1267,324852,35
1268,324852,10751
1269,324852,12
1270,158015,878
1271,158015,27
1272,158015,53
1273,10882,14
1274,10882,16
1275,10882,10749
1276,10882,10751
1277,522241,53
1278,522241,36
1279,522241,18
1280,615,18
1281,10009,12
1282,10009,16
1283,10009,10751
1284,11836,10751
1285,11836,16
1286,11836,35
1287,11836,14
1288,150689,10749
1289,150689,14
1290,150689,10751
1291,150689,18
1292,1724,878
1293,1724,28
1294,1724,12
1295,424694,10402
1296,424694,18
1297,424694,36
1298,2105,35
1299,2105,10749
1300,364689,16
1301,364689,10751
1302,364689,12
1303,364689,35
1304,581392,28
1305,581392,27
1306,581392,53
1307,521029,27
1308,521029,53
1309,521029,9648
1310,136799,10751
1311,136799,16
1312,136799,14
1313,136799,12
1314,136799,35
1315,136799,10402
1316,21208,27
1317,21208,53
1318,21208,9648
1319,2454,12
1320,2454,10751
1321,2454,14
1322,9373,27
1323,578908,35
1324,9902,27
1325,9902,53
1326,520946,16
1327,520946,10751
1328,520946,14
1329,23483,28
1330,23483,80
1331,278,18
1332,278,80
1333,297762,28
1334,297762,12
1335,297762,14
1336,476292,16
1337,476292,14
1338,476292,10749
1339,476292,18
1340,14869,12
1341,14869,28
1342,14869,53
1343,14869,878
1344,47971,28
1345,47971,12
1346,47971,80
1347,249070,28
1348,249070,80
1349,249070,53
1350,76492,16
1351,76492,35
1352,76492,10751
1353,76492,14
1354,238,18
1355,238,80
1356,10681,16
1357,10681,10751
1358,10681,878
1359,581389,18
1360,581389,14
1361,581389,878
1362,509635,53
1363,509635,27
1364,33273,28
1365,33273,53
1366,33273,18
1367,10386,10751
1368,10386,16
1369,10386,12
1370,10386,878
1371,10386,35
1372,136797,28
1373,136797,80
1374,136797,18
1375,136797,53
1376,6479,18
1377,6479,878
1378,6479,53
1379,262500,28
1380,262500,12
1381,262500,878
1382,262500,53
1383,76726,878
1384,76726,18
1385,76726,53
1386,629028,35
1387,629028,28
1388,629028,53
1389,338967,27
1390,338967,35
1391,76757,878
1392,76757,14
1393,76757,28
1394,431819,16
1395,431819,18
1396,431819,14
1397,565028,27
1398,338762,28
1399,338762,878
1400,140300,28
1401,140300,12
1402,140300,16
1403,140300,35
1404,140300,10751
1405,7445,18
1406,7445,53
1407,7445,10752
1408,281957,37
1409,281957,18
1410,281957,12
1411,741636,27
1412,52520,14
1413,52520,28
1414,52520,27
1415,27576,28
1416,27576,9648
1417,27576,53
1418,553512,99
1419,553512,10402
1420,181812,12
1421,181812,28
1422,181812,878
1423,760747,28
1424,760747,35
1425,760747,53
1426,760747,27
1427,81188,10751
1428,81188,16
1429,81188,14
1430,81188,28
1431,81188,12
1432,23629,28
1433,23629,14
1434,23629,53
1435,181808,12
1436,181808,28
1437,181808,878
1438,57165,14
1439,57165,12
1440,281338,18
1441,281338,878
1442,281338,10752
1443,9738,28
1444,9738,12
1445,9738,14
1446,9738,878
1447,10693,16
1448,10693,10751
1449,10693,12
1450,10693,14
1451,606523,80
1452,606523,18
1453,606523,53
1454,606523,28
1455,49444,16
1456,49444,10751
1457,283366,14
1458,283366,12
1459,283366,10751
1460,283366,18
1461,75656,53
1462,75656,80
1463,68718,18
1464,68718,37
1465,9532,27
1466,6466,27
1467,257344,28
1468,257344,35
1469,257344,878
1470,599975,27
1471,599975,53
1472,119698,12
1473,119698,28
1474,119698,27
1475,752886,28
1476,752886,80
1477,752886,18
1478,11674,10751
1479,11674,35
1480,718867,16
1481,718867,10751
1482,396422,27
1483,396422,9648
1484,396422,53
1485,140607,12
1486,140607,28
1487,140607,878
1488,140607,14
1489,604360,9648
1490,604360,53
1491,604360,27
1492,447332,27
1493,447332,18
1494,447332,878
1495,131634,28
1496,131634,12
1497,131634,878
1498,20526,12
1499,20526,28
1500,20526,878
1501,578701,53
1502,350499,10751
1503,350499,12
1504,350499,16
1505,350499,28
1506,350499,14
1507,339403,28
1508,339403,80
1509,1734,12
1510,1734,28
1511,1734,14
1512,75174,18
1513,75174,53
1514,75174,28
1515,75174,12
1516,44912,12
1517,44912,28
1518,44912,53
1519,44912,878
1520,581528,80
1521,581528,28
1522,581528,12
1523,49018,27
1524,49018,53
1525,311324,28
1526,311324,12
1527,311324,14
1528,276907,80
1529,276907,53
1530,172385,12
1531,172385,16
1532,172385,35
1533,172385,10751
1534,550,18
1535,137113,28
1536,137113,878
1537,481848,12
1538,481848,10751
1539,481848,18
1540,100402,28
1541,100402,12
1542,100402,878
1543,176,27
1544,176,9648
1545,176,80
1546,184315,28
1547,184315,12
1548,13053,16
1549,13053,10751
1550,13053,12
1551,13053,35
1552,412117,12
1553,412117,16
1554,412117,35
1555,412117,10751
1556,80321,16
1557,80321,10751
1558,80321,35
1559,80321,12
1560,2770,35
1561,2770,10749
1562,273481,28
1563,273481,80
1564,273481,53
1565,14164,28
1566,14164,12
1567,14164,14
1568,14164,878
1569,14164,53
1570,480414,27
1571,480414,53
1572,13448,53
1573,13448,9648
1574,351819,10749
1575,351819,35
1576,61791,53
1577,61791,28
1578,61791,18
1579,61791,878
1580,295830,27
1581,295830,14
1582,295830,28
1583,295830,878
1584,9358,27
1585,9358,9648
1586,245891,28
1587,245891,53
1588,382190,10751
1589,382190,12
1590,382190,16
1591,382190,14
1592,382190,878
1593,1374,18
1594,63311,53
1595,63311,18
1596,63311,27
1597,4257,35
1598,427641,28
1599,427641,12
1600,427641,878
1601,335984,878
1602,335984,18
1603,10527,10751
1604,10527,12
1605,10527,16
1606,10527,35
1607,454640,16
1608,454640,35
1609,454640,12
1610,454640,10751
1611,7555,28
1612,7555,53
1613,647302,27
1614,647302,35
1615,11036,10749
1616,11036,18
1617,37710,28
1618,37710,53
1619,37710,10749
1620,320288,878
1621,320288,28
1622,320288,12
1623,4256,35
1624,257346,16
1625,257346,878
1626,257346,28
1627,652,12
1628,652,36
1629,652,10752
1630,652,28
1631,363088,28
1632,363088,12
1633,363088,878
1634,222935,10749
1635,222935,18
1636,42684,878
1637,42684,28
1638,51876,53
1639,51876,9648
1640,51876,878
1641,55779,27
1642,55779,9648
1643,280,28
1644,280,53
1645,280,878
1646,159824,10751
1647,159824,16
1648,159824,35
1649,159824,14
1650,607,28
1651,607,12
1652,607,35
1653,607,878
1654,157350,28
1655,157350,12
1656,157350,878
1657,19913,35
1658,19913,18
1659,19913,10749
1660,38055,16
1661,38055,28
1662,38055,35
1663,38055,10751
1664,38055,878
1665,776503,18
1666,776503,10402
1667,776503,10749
1668,124905,28
1669,124905,18
1670,124905,878
1671,359724,18
1672,359724,28
1673,359724,36
1674,106,878
1675,106,28
1676,106,12
1677,106,53
1678,466282,35
1679,466282,10749
1680,240832,28
1681,240832,878
1682,397567,18
1683,397567,14
1684,397567,28
1685,300671,10752
1686,300671,28
1687,300671,36
1688,300671,53
1689,300671,18
1690,60304,14
1691,60304,27
1692,60304,28
1693,17654,878
1694,11770,28
1695,11770,35
1696,560050,16
1697,560050,12
1698,560050,10751
1699,560050,14
1700,200727,35
1701,200727,10749
1702,756,16
1703,756,10751
1704,381284,18
1705,381284,36
1706,680,53
1707,680,80
1708,479718,80
1709,479718,28
1710,65759,16
1711,65759,35
1712,65759,10751
1713,117263,28
1714,117263,53
1715,10555,16
1716,10555,28
1717,10555,35
1718,10555,10751
1719,278924,28
1720,278924,80
1721,278924,53
1722,471707,18
1723,265712,16
1724,265712,10751
1725,265712,878
1726,265712,14
1727,44896,16
1728,44896,35
1729,44896,10751
1730,44896,37
1731,44896,12
1732,546554,35
1733,546554,80
1734,546554,9648
1735,293167,28
1736,293167,12
1737,293167,14
1738,301804,18
1739,301804,14
1740,301804,27
1741,301804,53
1742,350,35
1743,350,18
1744,350,10749
1745,56292,28
1746,56292,53
1747,56292,12
1748,258230,18
1749,258230,14
1750,62835,28
1751,62835,53
1752,62835,80
1753,62835,18
1754,564,12
1755,564,28
1756,564,14
1757,353486,12
1758,353486,28
1759,353486,35
1760,353486,14
1761,7485,28
1762,7485,18
1763,7485,9648
1764,7485,53
1765,7485,80
1766,10112,16
1767,10112,35
1768,10112,10751
1769,10112,12
1770,531499,28
1771,531499,80
1772,531499,18
1773,8392,14
1774,8392,16
1775,8392,10751
1776,75948,28
1777,75948,14
1778,339984,18
1779,87421,878
1780,87421,28
1781,87421,53
1782,290859,28
1783,290859,12
1784,290859,878
1785,118340,28
1786,118340,878
1787,118340,12
1788,437557,35
1789,10066,27
1790,10066,53
1791,576393,10749
1792,576393,35
1793,228165,10751
1794,228165,12
1795,228165,35
1796,228165,14
1797,228165,16
1798,730154,10749
1799,730154,18
1800,179826,9648
1801,179826,53
1802,263472,18
1803,263472,53
1804,399579,28
1805,399579,878
1806,399579,12
1807,250546,27
1808,614696,28
1809,614696,27
1810,614696,53
1811,525661,18
1812,525661,36
1813,111,28
1814,111,80
1815,111,18
1816,111,53
1817,390043,53
1818,390043,35
1819,390043,80
1820,390043,28
1821,37686,53
1822,37686,878
1823,37686,9648
1824,497,14
1825,497,18
1826,497,80
1827,587496,27
1828,675327,27
1829,675327,28
1830,675327,10752
1831,162,14
1832,162,18
1833,162,10749
1834,238636,27
1835,238636,53
1836,524047,28
1837,524047,53
1838,524047,18
1839,4523,35
1840,4523,10751
1841,4523,14
1842,4523,10749
1843,58574,12
1844,58574,28
1845,58574,80
1846,58574,9648
1847,857,18
1848,857,36
1849,857,10752
1850,205584,28
1851,205584,12
1852,205584,14
1853,9286,27
1854,9286,9648
1855,348,27
1856,348,878
